Problem,Specialist
পিরিয়ড শুরু হলে হঠাৎ ডায়রিয়া হয়।,Gynecologist
সহবাসের পর যোনিপথে জ্বালাপোড়া করে।,Gynecologist
আমার মেয়ে ব্যথার কারণে হাত নাড়াতে পারছে না।,Orthopedic
আমার হাতের তালু আর পায়ের তালুর চামড়া ওঠে।,Skin
আমার পায়খানার সাথে রক্ত যাওয়ার কারণ কি?,Surgery
"দিন দিন বেঁচে থাকার ইচ্ছেটা কমে গেছে, পৃথিবীতে নিজেকে খুব অসহায় লাগছে। বার বার মনে হয়, এতো মানুষ মারা যায়, আমি কেন মরি না।",Psychiatrist
আমার গায়ে ঘাম হচ্ছে কিন্তু জ্বর নেই।,Medicine
আমার গোড়ালিতে একটি কাটা বেঁধার মতো ব্যথা হয়।,Orthopedic
আমার বাবার বুক জ্বালা পুড়া করে। ,Medicine
আমার এক মাস থেকে গলায় অসহ্য জ্বালাপোড়া করছে পাশাপাশি গলার ভিতরে কিছু আটকে আছে বলে মনে হয়।,ENT
"আমার গত এক সপ্তাহ যাবৎ চোয়ালে ব্যথা, কারণ সকালে ঘুম থেকে উঠলে বেশি দাঁত কিড়মিড়ানোর অভ্যাস আছে। যা দৈনন্দিন কাজে ব্যাঘাত ঘটাচ্ছে।",Dentist
আমার পেট ফাঁপা এবং বাথরুমে যেতে সমস্যা হচ্ছে।,Medicine
"আমার গত এক সপ্তাহ যাবৎ ঠান্ডা পানীয় খেলে দীর্ঘস্থায়ী অস্বস্তি, এমনকি কামড় দিয়ে আপেল খেলেও।",Dentist
আমার যৌন ক্ষমতা কমে গেছে।,Cardiologist
আমার চোখের চাপ (গ্লুকোমা) কমাতে সার্জারি লাগবে।,Surgery
আমার ত্বকের তৈলাক্ততা কমাতে চাই।,Skin
আমার হাতের আঙুলের গাঁটগুলো শক্ত হয়ে গেছে।,Orthopedic
আমার ব্রণগুলো খুব শক্ত আর ভেতরে দলার মতো।,Skin
আমার কয়েক সপ্তাহ থেকে কানে ভোঁ ভোঁ শব্দ হচ্ছে এর সাথে কানে চাপ দিলে হলদেটে তরল বের হয়। যন্ত্রণায় ঘুমাতে পারছি না।,ENT
ঘুমের মধ্যে কারো প্যানিক এটাক হয়? আজ আমার ফাস্ট টাইম হলো। কবরস্থান সপ্ন দেখলাম তারপর থেকেই। নিজেকে সামলানো যাচ্ছে না।,Psychiatrist
অনেকদিন হলো কান্না করি না! বুকের ভেতর এক আকাশ সম মেঘ জমে আছে। একটু কান্না করতে পারলে বোধহয় মেঘটা কেটে যেতো!,Psychiatrist
সাইনবোর্ড পড়তে পারি না।,Ophthalmologist
"জীবনে বেঁচে থাকার কোনো ইচ্ছে নেই, মরে যেতে ইচ্ছে করে।",Psychiatrist
ডিপ্রেশনের লাষ্ট স্টেজে আছি 😟 জানি নাহ কখন কি হয়ে যাবে 😔,Psychiatrist
রিং পরানোর পরেও আমার বুকে ব্যাথা কমে নি।,Cardiologist
আমার মায়ের মেরুদণ্ডে সমস্যা আছে।,Orthopedic
আমি সবসময় অতিরিক্ত টেনশনে ভুগি যেকোনো কিছু নিয়ে। টেনশন করতে করতে ওইটা নিয়ে ocd এর মতো হয়ে যায়।,Psychiatrist
আমার কয়েক দিন সময় ধরে গলা ভেঙে গেছে । খাবার খেতে কষ্ট হচ্ছে।,ENT
আমার মেয়ের অনেক ঠান্ডা লেগেছে আর সর্দি পরছে। আর খাবারের কোনো স্বাদ পাচ্ছে না,Medicine
